schema_version,run_id,suite,grammar_id,grammar_description,parser,case_id,size_label,parameter_name,parameter_value,token_count,input_tokens,input_sha256,timeout_seconds,status,outcome,accepted,ambiguity,tree_present,elapsed_ns,wall_elapsed_ns,exit_code,error_kind,detail
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n037,n037,n,37,37,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,b26448b546ae7e5bdd674af8247e59052302dbaefba9b9466382f96d0546b77a,60.0,ok,accept,true,unknown,true,18221000,19373375,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n037,n037,n,37,37,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,b26448b546ae7e5bdd674af8247e59052302dbaefba9b9466382f96d0546b77a,60.0,ok,accept,true,unknown,true,2344000,3460319,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n039,n039,n,39,39,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,18eb99b1deb5a8851590d9f68f7f327bf8a6ad1f6de24b78842bce7ede036532,60.0,ok,accept,true,unknown,true,3304000,3868428,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n041,n041,n,41,41,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,5b8435430a4e0f3739618b616494cef52d305f069f4f8f145cd40257d5eb8ca2,60.0,ok,accept,true,unknown,true,3334000,4108649,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n043,n043,n,43,43,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,d578dc3affc8d9ac05571b77cd6aa8bb3e86c14a13d0ca1cbd18741b0eb84a0d,60.0,ok,accept,true,unknown,true,5025000,5939253,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n045,n045,n,45,45,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,95a07021a688c4b629f8896d95faeb2557e8b2db62a670f72409a59a6d2ed69d,60.0,ok,accept,true,unknown,true,4430000,5273931,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n047,n047,n,47,47,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,0a227f109e85e841c1599966769c16123edf77b848a8c2ce018c8b66763a1759,60.0,ok,accept,true,unknown,true,4879000,5833243,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n039,n039,n,39,39,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,18eb99b1deb5a8851590d9f68f7f327bf8a6ad1f6de24b78842bce7ede036532,60.0,ok,accept,true,unknown,true,24797000,26483089,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n049,n049,n,49,49,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,99e8c0fe4c88f0445b7bdd1ddd8903d345647bb315228d3ed9b8e3f9a1453067,60.0,ok,accept,true,unknown,true,6591000,8051636,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n051,n051,n,51,51,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,08f26910e932063059fae5c479867d6997cf56d64a6ad0363853dd6848e5a131,60.0,ok,accept,true,unknown,true,6203000,6890913,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n053,n053,n,53,53,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,9a57ed48fdc55fce48079815c33dec4ee1dfb5e7c9acf3ce1ae1102961759834,60.0,ok,accept,true,unknown,true,6697000,7467327,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n055,n055,n,55,55,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,397471ff60216f6a8bae3bf00d4f76e8643bb5dac774582749fc24ef11816b24,60.0,ok,accept,true,unknown,true,7635000,8442522,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n041,n041,n,41,41,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,5b8435430a4e0f3739618b616494cef52d305f069f4f8f145cd40257d5eb8ca2,60.0,ok,accept,true,unknown,true,30208000,31484758,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n057,n057,n,57,57,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,b6388e1e8f6c10ccc2277fad64251a43a039604b11b2e3c9e3b9c331e606dc3a,60.0,ok,accept,true,unknown,true,6903000,7874102,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n059,n059,n,59,59,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,9e271998808c273754c2be85eeb5ef9477ebdfddc4375a4f82ed6e8d64734550,60.0,ok,accept,true,unknown,true,9752000,11282454,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n061,n061,n,61,61,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,8b72598a941c6c337740fe03485056c52ff6ea510c78629e8029d2b497447e93,60.0,ok,accept,true,unknown,true,11296000,12013769,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n063,n063,n,63,63,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,bd61fffc8dc55a105796ce4395d2822c95221106e3dce37912b244042a801b52,60.0,ok,accept,true,unknown,true,12517000,13848251,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n043,n043,n,43,43,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,d578dc3affc8d9ac05571b77cd6aa8bb3e86c14a13d0ca1cbd18741b0eb84a0d,60.0,ok,accept,true,unknown,true,43431000,47368759,,,
1,20260726T135725.806593Z,earley,cfg3,Odd nested language: S → a S a | a,earley,earley.cfg3.n065,n065,n,65,65,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,32db1b66466ec271199a28a886eab9eef6f72a88d1dd49de6c67a73925842bfa,60.0,ok,accept,true,unknown,true,13061000,13909015,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n045,n045,n,45,45,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,95a07021a688c4b629f8896d95faeb2557e8b2db62a670f72409a59a6d2ed69d,60.0,ok,accept,true,unknown,true,49262000,51253727,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n047,n047,n,47,47,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,0a227f109e85e841c1599966769c16123edf77b848a8c2ce018c8b66763a1759,60.0,ok,accept,true,unknown,true,30814000,31816412,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n049,n049,n,49,49,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,99e8c0fe4c88f0445b7bdd1ddd8903d345647bb315228d3ed9b8e3f9a1453067,60.0,ok,accept,true,unknown,true,15956000,17418928,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n051,n051,n,51,51,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,08f26910e932063059fae5c479867d6997cf56d64a6ad0363853dd6848e5a131,60.0,ok,accept,true,unknown,true,16628000,18585112,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n053,n053,n,53,53,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,9a57ed48fdc55fce48079815c33dec4ee1dfb5e7c9acf3ce1ae1102961759834,60.0,ok,accept,true,unknown,true,28296000,30354142,,,
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n001,n001,n,1,1,a,ca978112ca1bbdcafac231b39a23dc4da786eff8147c4e72b9807785afee48bb,60.0,ok,parser_error,unknown,unknown,false,4053,210677,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n003,n003,n,3,3,a a a,bb6e995be430b5ada013a56dd224abfddbeff83ef54dd2fef79470c6cf440919,60.0,ok,parser_error,unknown,unknown,false,953,81233,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n005,n005,n,5,5,a a a a a,dcf26724f098d41cc1f3fbeee167bde3aab05eb59e85eaf77318374c136d82a1,60.0,ok,parser_error,unknown,unknown,false,953,68178,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n007,n007,n,7,7,a a a a a a a,c39b9e5f245ca64e7524d3d027ef1b7cbd9c9f2eba54ca591c7ecd770a2a07d7,60.0,ok,parser_error,unknown,unknown,false,2145,92193,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n009,n009,n,9,9,a a a a a a a a a,5246bd9d247b3551cdb6eba59ea82519f675b231f59836e63169ee5864f90046,60.0,ok,parser_error,unknown,unknown,false,953,70262,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n011,n011,n,11,11,a a a a a a a a a a a,b83899a801d9f023f810c6e76f61d7bf5973986bd70abc4cc2863d97f9b2d782,60.0,ok,parser_error,unknown,unknown,false,953,63329,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n013,n013,n,13,13,a a a a a a a a a a a a a,0f19eca59bf1d47974b3df7c910fa2f7d0addfc109d422fe8c6a368c7b780a13,60.0,ok,parser_error,unknown,unknown,false,1907,71755,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n015,n015,n,15,15,a a a a a a a a a a a a a a a,3416fc43996281553685fd94058cc330ea85b1701526c7b29085904306440a1f,60.0,ok,parser_error,unknown,unknown,false,953,67648,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n017,n017,n,17,17,a a a a a a a a a a a a a a a a a,3bccac4813bc2f376ff12845988fa5e600575c184ac5f21ab1b8915969532a0a,60.0,ok,parser_error,unknown,unknown,false,5006,61556,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n019,n019,n,19,19,a a a a a a a a a a a a a a a a a a a,92e55c5847d9d2f40be9a63ff52228772e1f012e98e45af96f74f7d6dd44c6e0,60.0,ok,parser_error,unknown,unknown,false,953,62938,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n021,n021,n,21,21,a a a a a a a a a a a a a a a a a a a a a,52267fe9dc1a9390da3667ab75f1a4aca55c6d4f1325144f5c8e29b5727e2c8e,60.0,ok,parser_error,unknown,unknown,false,953,56797,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n023,n023,n,23,23,a a a a a a a a a a a a a a a a a a a a a a a,e6799515bcbdd5ee6b53fe012a758de396640e9a8320bb62c60a135e2f2ed0a9,60.0,ok,parser_error,unknown,unknown,false,5006,62136,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n025,n025,n,25,25,a a a a a a a a a a a a a a a a a a a a a a a a a,81b5dccafd39c94829cdd6dbdb721e4bda6c9389d4a1928b885745a4a2398e96,60.0,ok,parser_error,unknown,unknown,false,2145,72747,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n027,n027,n,27,27,a a a a a a a a a a a a a a a a a a a a a a a a a a a,2944e42c73262f1a71f9cef1670de3dfc87e6510817754bbe9215a96a5616aea,60.0,ok,parser_error,unknown,unknown,false,4053,61906,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n029,n029,n,29,29,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,b00b82e962602fde3c0b9ec3258ae2bae3861496472ef35ea0ba894fb1b36288,60.0,ok,parser_error,unknown,unknown,false,953,76574,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n031,n031,n,31,31,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,e2fbf1eb4eccda81f87022da47d499b7c72107a7be5019bdd0123102dedd9a86,60.0,ok,parser_error,unknown,unknown,false,11920,82716,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n033,n033,n,33,33,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,65c4a3b876195f39e99ad322a645f2b6badd45a8457409eff406f2b517494769,60.0,ok,parser_error,unknown,unknown,false,1907,79951,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n035,n035,n,35,35,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,75aa41a2c242377f26ddd63029462f47576aaf2dd3fe5ae73041196b9087bce2,60.0,ok,parser_error,unknown,unknown,false,1907,77696,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n037,n037,n,37,37,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,b26448b546ae7e5bdd674af8247e59052302dbaefba9b9466382f96d0546b77a,60.0,ok,parser_error,unknown,unknown,false,3099,78017,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n039,n039,n,39,39,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,18eb99b1deb5a8851590d9f68f7f327bf8a6ad1f6de24b78842bce7ede036532,60.0,ok,parser_error,unknown,unknown,false,0,144121,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n041,n041,n,41,41,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,5b8435430a4e0f3739618b616494cef52d305f069f4f8f145cd40257d5eb8ca2,60.0,ok,parser_error,unknown,unknown,false,1907,246143,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n043,n043,n,43,43,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,d578dc3affc8d9ac05571b77cd6aa8bb3e86c14a13d0ca1cbd18741b0eb84a0d,60.0,ok,parser_error,unknown,unknown,false,1907,300805,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n045,n045,n,45,45,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,95a07021a688c4b629f8896d95faeb2557e8b2db62a670f72409a59a6d2ed69d,60.0,ok,parser_error,unknown,unknown,false,1907,95730,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n047,n047,n,47,47,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,0a227f109e85e841c1599966769c16123edf77b848a8c2ce018c8b66763a1759,60.0,ok,parser_error,unknown,unknown,false,953,69531,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n049,n049,n,49,49,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,99e8c0fe4c88f0445b7bdd1ddd8903d345647bb315228d3ed9b8e3f9a1453067,60.0,ok,parser_error,unknown,unknown,false,953,121078,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n051,n051,n,51,51,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,08f26910e932063059fae5c479867d6997cf56d64a6ad0363853dd6848e5a131,60.0,ok,parser_error,unknown,unknown,false,1907,96933,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n053,n053,n,53,53,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,9a57ed48fdc55fce48079815c33dec4ee1dfb5e7c9acf3ce1ae1102961759834,60.0,ok,parser_error,unknown,unknown,false,2145,122410,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n055,n055,n,55,55,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,397471ff60216f6a8bae3bf00d4f76e8643bb5dac774582749fc24ef11816b24,60.0,ok,parser_error,unknown,unknown,false,4053,96331,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n057,n057,n,57,57,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,b6388e1e8f6c10ccc2277fad64251a43a039604b11b2e3c9e3b9c331e606dc3a,60.0,ok,parser_error,unknown,unknown,false,1907,83907,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n059,n059,n,59,59,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,9e271998808c273754c2be85eeb5ef9477ebdfddc4375a4f82ed6e8d64734550,60.0,ok,parser_error,unknown,unknown,false,1192,98976,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n061,n061,n,61,61,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,8b72598a941c6c337740fe03485056c52ff6ea510c78629e8029d2b497447e93,60.0,ok,parser_error,unknown,unknown,false,3099,104817,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n063,n063,n,63,63,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,bd61fffc8dc55a105796ce4395d2822c95221106e3dce37912b244042a801b52,60.0,ok,parser_error,unknown,unknown,false,2145,115507,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,costar,earley.cfg5.n065,n065,n,65,65,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,32db1b66466ec271199a28a886eab9eef6f72a88d1dd49de6c67a73925842bfa,60.0,ok,parser_error,unknown,unknown,false,3814,120045,,left_recursion,PredictionError (SpLeftRecursion 0)
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n055,n055,n,55,55,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,397471ff60216f6a8bae3bf00d4f76e8643bb5dac774582749fc24ef11816b24,60.0,ok,accept,true,unknown,true,64704000,67030455,,,
1,20260726T135725.806593Z,classical,R1,Regular a* b,lean,classical.R1.small,small,n,4,5,a a a a b,ff5ea2482d53535f9b14a06c5ed33563842f5ba82115939a432e153b486fd104,60.0,ok,accept,true,unknown,true,178897,370547,,,
1,20260726T135725.806593Z,classical,R1,Regular a* b,lean,classical.R1.medium,medium,n,32,33,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a b,ca4c9888949ea7a97f2b3fe2cf2c8e1a5d04ea9b4343f6fe7563c91c56897c01,60.0,ok,accept,true,unknown,true,6129711,6364082,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n057,n057,n,57,57,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,b6388e1e8f6c10ccc2277fad64251a43a039604b11b2e3c9e3b9c331e606dc3a,60.0,ok,accept,true,unknown,true,86596000,90014613,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n059,n059,n,59,59,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,9e271998808c273754c2be85eeb5ef9477ebdfddc4375a4f82ed6e8d64734550,60.0,ok,accept,true,unknown,true,97949000,101494738,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n061,n061,n,61,61,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,8b72598a941c6c337740fe03485056c52ff6ea510c78629e8029d2b497447e93,60.0,ok,accept,true,unknown,true,68922000,72683871,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n063,n063,n,63,63,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,bd61fffc8dc55a105796ce4395d2822c95221106e3dce37912b244042a801b52,60.0,ok,accept,true,unknown,true,48948000,51907827,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,earley,earley.cfg1.n065,n065,n,65,65,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,32db1b66466ec271199a28a886eab9eef6f72a88d1dd49de6c67a73925842bfa,60.0,ok,accept,true,unknown,true,48224000,51528053,,,
1,20260726T135725.806593Z,classical,R1,Regular a* b,lean,classical.R1.large,large,n,256,257,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a b,17b8cd0d3d958ffd7c705c894736b50f15162c97765ffbb3d75ef167d60ebac8,60.0,ok,accept,true,unknown,true,352898662,353893804,,,
1,20260726T135725.806593Z,earley,cfg5,Left-recursive ambiguity through X → Y | Z,lean,earley.cfg5.n015,n015,n,15,15,a a a a a a a a a a a a a a a,3416fc43996281553685fd94058cc330ea85b1701526c7b29085904306440a1f,60.0,ok,accept,true,unknown,true,862855235,863359774,,,
1,20260726T135725.806593Z,earley,cfg1,Ambiguous binary concatenation: S → S S | a,lean,earley.cfg1.n019,n019,n,19,19,a a a a a a a a a a a a a a a a a a a,92e55c5847d9d2f40be9a63ff52228772e1f012e98e45af96f74f7d6dd44c6e0,60.0,ok,accept,true,unknown,true,2177506936,2178574414,,,
1,20260726T135725.806593Z,classical,R1,Regular a* b,costar,classical.R1.small,small,n,4,5,a a a a b,ff5ea2482d53535f9b14a06c5ed33563842f5ba82115939a432e153b486fd104,60.0,ok,accept,true,unique,true,14066,119665,,,
1,20260726T135725.806593Z,classical,R1,Regular a* b,costar,classical.R1.medium,medium,n,32,33,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a b,ca4c9888949ea7a97f2b3fe2cf2c8e1a5d04ea9b4343f6fe7563c91c56897c01,60.0,ok,accept,true,unique,true,51975,146877,,,
1,20260726T135725.806593Z,classical,R1,Regular a* b,costar,classical.R1.large,large,n,256,257,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a b,17b8cd0d3d958ffd7c705c894736b50f15162c97765ffbb3d75ef167d60ebac8,60.0,ok,accept,true,unique,true,319957,459314,,,
1,20260726T135725.806593Z,classical,R2,Regular (a b)* c,lean,classical.R2.small,small,n,3,7,a b a b a b c,076e538b97eeabe584d577bb52109f34be9f7cb5ec92abd6727d21cdb0ffd137,60.0,ok,accept,true,unknown,true,401235,589549,,,
